FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value
ENSMUSG00000028392,Bspry,0.241168678,-2.35394356,0.000105665,1.233994926,2.35394356,0.000105665
ENSMUSG00000020458,Rtn4,0.240493514,-2.751522288,2.25E-06,1.621752225,2.751522288,2.25E-06
ENSMUSG00000034203,Chchd4,0.237252725,-2.249687182,0.000259839,1.129129744,2.249687182,0.000259839
ENSMUSG00000057176,Ccdc189,0.235227233,-2.970122726,1.31E-07,1.846114938,2.970122726,1.31E-07
ENSMUSG00000029229,Chic2,0.229015721,-2.146558266,0.000614195,1.014509662,2.146558266,0.000614195
ENSMUSG00000020029,Nudt4,0.227260294,-3.292952907,2.92E-09,2.231433512,3.292952907,2.92E-09
ENSMUSG00000015143,Actn1,0.226990229,-2.916942999,2.73E-07,1.716862505,2.916942999,2.73E-07
ENSMUSG00000025917,Cops5,0.226855196,-2.53313713,2.03E-05,1.314472856,2.53313713,2.03E-05
ENSMUSG00000034467,Dynlrb2,0.222669177,-5.623685505,2.86E-34,11.00840533,5.623685505,4.81E-15
ENSMUSG00000022528,Hes1,0.221723947,-2.783929526,1.81E-06,1.529080669,2.783929526,1.81E-06
ENSMUSG00000030096,Slc6a6,0.220643684,-2.316529584,0.000165969,1.099865043,2.316529584,0.000165969
ENSMUSG00000001056,Nhp2,0.218753224,-2.354247218,0.000110151,1.119374844,2.354247218,0.000110151
ENSMUSG00000095041,PISD,0.214027075,-2.88676222,4.46E-07,1.585171347,2.88676222,4.46E-07
ENSMUSG00000020034,Tcp11l2,0.214027075,-2.677239599,4.83E-06,1.370563534,2.677239599,4.83E-06
ENSMUSG00000024847,Aip,0.214027075,-2.366796974,9.48E-05,1.104742493,2.366796974,9.48E-05
ENSMUSG00000028271,Gtf2b,0.213621976,-2.638377025,6.93E-06,1.331543932,2.638377025,6.93E-06
ENSMUSG00000004207,Psap,0.21335191,-3.591927802,3.24E-11,2.577732483,3.591927802,3.24E-11
ENSMUSG00000027997,Casp6,0.210921319,-3.153780517,1.18E-08,1.88025709,3.153780517,1.18E-08
ENSMUSG00000022404,Slc25a17,0.208085629,-3.941685577,2.43E-14,3.204484847,3.941685577,2.30E-14
ENSMUSG00000035268,Pkig,0.207950596,-3.459825308,2.75E-10,2.292401641,3.459825308,2.75E-10
ENSMUSG00000001025,S100a6,0.207275432,-3.905005851,1.84E-12,3.111813291,3.905005851,1.83E-12
ENSMUSG00000063524,Eno1,0.206600268,-2.430370763,5.79E-05,1.114497393,2.430370763,5.79E-05
ENSMUSG00000029762,Akr1b8,0.206330202,-2.547249161,2.28E-05,1.207168949,2.547249161,2.28E-05
ENSMUSG00000059714,Flot1,0.205520005,-2.839516648,6.96E-07,1.47298999,2.839516648,6.96E-07
ENSMUSG00000031584,Gsr,0.203629545,-3.065319086,4.37E-08,1.707107605,3.065319086,4.37E-08
ENSMUSG00000000184,Ccnd2,0.202279216,-3.06665572,6.82E-08,1.697352704,3.06665572,6.82E-08
ENSMUSG00000000058,Cav2,0.199848625,-2.945131306,6.68E-07,1.541274295,2.945131306,6.68E-07
ENSMUSG00000007867,Ift43,0.198768362,-4.785795545,3.21E-23,5.496886488,4.785795545,4.81E-15
ENSMUSG00000015542,Nat9,0.198228231,-2.630946439,7.40E-06,1.229117475,2.630946439,7.40E-06
ENSMUSG00000020733,Slc9a3r1,0.197012935,-3.489395624,1.25E-10,2.216801161,3.489395624,1.25E-10
ENSMUSG00000024712,Rfk,0.194987442,-3.29479159,1.34E-09,1.916837968,3.29479159,1.34E-09
ENSMUSG00000028713,Cyp4b1,0.194852409,-4.767005902,3.24E-20,5.318859552,4.767005902,4.81E-15
ENSMUSG00000089715,Cbx6,0.193502081,-2.476759122,3.67E-05,1.077916516,2.476759122,3.67E-05
ENSMUSG00000029128,Rab28,0.193367048,-2.843949583,6.89E-07,1.390073335,2.843949583,6.89E-07
ENSMUSG00000063354,Slc39a4,0.191746653,-3.253323555,3.23E-09,1.831482587,3.253323555,3.23E-09
ENSMUSG00000020462,Cfap36,0.190666391,-3.789028833,5.44E-13,2.641139337,3.789028833,5.45E-13
ENSMUSG00000060962,Dmkn,0.189721161,-4.811418432,4.20E-23,5.340808078,4.811418432,4.81E-15
ENSMUSG00000060675,Pla2g16,0.187695668,-3.830181177,2.37E-13,2.675281489,3.830181177,2.39E-13
ENSMUSG00000028676,Srsf10,0.187155536,-2.865530431,5.62E-07,1.365686084,2.865530431,5.62E-07
ENSMUSG00000030017,Reg3g,0.186615405,-2.84374861,0.050044984,1.341298832,2.84374861,0.050044984
ENSMUSG00000036181,Hist1h1c,0.184049781,-2.482311466,4.99E-05,1.029142013,2.482311466,4.99E-05
ENSMUSG00000027875,Hmgcs2,0.180403894,-4.211857695,1.54E-16,3.350808356,4.211857695,4.81E-15
ENSMUSG00000020250,Txnrd1,0.180268861,-3.17358365,1.19E-08,1.6290684,3.17358365,1.19E-08
ENSMUSG00000021792,Fam213a,0.177433171,-4.517074476,4.98E-20,4.072671,4.517074476,4.81E-15
ENSMUSG00000019433,Gipc1,0.176758007,-2.550784066,1.79E-05,1.036458189,2.550784066,1.79E-05
ENSMUSG00000026203,Dnajb2,0.175137612,-3.09144572,2.85E-08,1.494938517,3.09144572,2.85E-08
ENSMUSG00000026399,Cd55,0.174867547,-3.790128255,5.42E-13,2.424092799,3.790128255,5.42E-13
ENSMUSG00000015337,Endog,0.172031857,-3.059715155,4.78E-08,1.436409113,3.059715155,4.78E-08
ENSMUSG00000072235,Tuba1a,0.168250937,-7.756966393,3.23E-69,36.50527677,7.756966393,4.81E-15
ENSMUSG00000015961,Adss,0.167845838,-2.642198831,7.47E-06,1.048651814,2.642198831,7.47E-06
ENSMUSG00000030034,Ino80b,0.167710805,-2.927988574,2.64E-07,1.277891978,2.927988574,2.64E-07
ENSMUSG00000023104,Rfc2,0.166765575,-3.328322687,8.80E-10,1.677842903,3.328322687,8.80E-10
ENSMUSG00000037287,Tbcel,0.166360477,-2.66501969,5.99E-06,1.05596799,2.66501969,5.99E-06
ENSMUSG00000020895,Tmem107,0.166090411,-4.992610181,1.37E-25,5.301788476,4.992610181,4.81E-15
ENSMUSG00000063172,Hspb11,0.164199951,-2.902451667,4.11E-07,1.229117475,2.902451667,4.11E-07
ENSMUSG00000029440,Psmd9,0.164064918,-3.289820243,1.58E-09,1.607119874,3.289820243,1.58E-09
ENSMUSG00000042734,Ttc9,0.162309491,-2.730167504,2.80E-06,1.077916516,2.730167504,2.80E-06
ENSMUSG00000058173,Smco4,0.16176936,-4.190550197,1.33E-16,2.960612332,4.190550197,4.81E-15
ENSMUSG00000027942,4933434E20Rik,0.159743867,-5.536565704,1.30E-32,7.435672982,5.536565704,4.81E-15
ENSMUSG00000037971,1110032A03Rik,0.159203736,-3.468691583,8.98E-11,1.765637008,3.468691583,8.98E-11
ENSMUSG00000024966,Stip1,0.156773144,-2.910872126,3.36E-07,1.180342972,2.910872126,3.36E-07
ENSMUSG00000028647,Mycbp,0.151776929,-4.2402874,4.43E-17,2.875256952,4.2402874,4.81E-15
ENSMUSG00000033128,Gga1,0.149346337,-4.027652829,6.23E-15,2.441163875,4.027652829,4.81E-15
ENSMUSG00000022420,Dnal4,0.148671173,-2.987357971,1.41E-07,1.180342972,2.987357971,1.41E-07
ENSMUSG00000022270,Fam134b,0.142999793,-3.481326553,8.41E-11,1.599803698,3.481326553,8.41E-11
ENSMUSG00000028128,F3,0.142459662,-3.301957105,3.95E-09,1.407144411,3.301957105,3.95E-09
ENSMUSG00000010358,Ifi35,0.141784497,-3.911955718,4.09E-14,2.138761956,3.911955718,4.09E-14
ENSMUSG00000020801,Med31,0.1409743,-3.732725365,9.27E-13,1.877818365,3.732725365,9.27E-13
ENSMUSG00000026817,Ak1,0.139353906,-2.936878133,2.69E-07,1.068161616,2.936878133,2.69E-07
ENSMUSG00000025492,Ifitm3,0.13719338,-4.625301121,1.50E-18,3.394705408,4.625301121,4.81E-15
ENSMUSG00000004788,Eif2b2,0.136518216,-2.8957911,4.55E-07,1.016948387,2.8957911,4.55E-07
ENSMUSG00000022889,Mrpl39,0.136113117,-3.258804274,3.25E-09,1.304717955,3.258804274,3.25E-09
ENSMUSG00000101609,Kcnq1ot1,0.133682526,-3.358235647,1.01E-09,1.373002259,3.358235647,1.01E-09
ENSMUSG00000051397,Tacstd2,0.131657033,-2.927188732,4.53E-07,1.002316037,2.927188732,4.53E-07
ENSMUSG00000028124,Gclm,0.128956376,-4.462851549,4.21E-19,2.8508697,4.462851549,4.81E-15
ENSMUSG00000043542,Zc2hc1a,0.128146179,-4.186532435,2.01E-16,2.338737419,4.186532435,4.81E-15
ENSMUSG00000047446,Arl4a,0.127335982,-3.105766116,4.94E-08,1.097426317,3.105766116,4.94E-08
ENSMUSG00000042745,Id1,0.122609832,-3.477715378,3.47E-09,1.368124809,3.477715378,3.47E-09
ENSMUSG00000032285,Dnaja4,0.122474799,-3.578496732,2.06E-11,1.465673815,3.578496732,2.06E-11
ENSMUSG00000044475,Ascc1,0.121799635,-5.524645653,1.83E-32,5.623700195,5.524645653,4.81E-15
ENSMUSG00000001018,Snapin,0.118288781,-3.579867853,1.97E-11,1.416899312,3.579867853,1.97E-11
ENSMUSG00000016637,Ift27,0.118153748,-4.31847942,6.36E-18,2.36312467,4.31847942,6.55E-18
ENSMUSG00000023966,Rsph9,0.117613616,-5.424221156,2.33E-31,5.065232136,5.424221156,2.37E-31
ENSMUSG00000041842,Fhdc1,0.116128255,-3.270179055,3.57E-09,1.121813569,3.270179055,3.57E-09
ENSMUSG00000021215,Net1,0.115723156,-3.473715617,1.26E-10,1.287646879,3.473715617,1.26E-10
ENSMUSG00000019039,Dalrd3,0.115318058,-3.919484966,4.20E-14,1.748565932,3.919484966,4.20E-14
ENSMUSG00000095677,Dynlt1f,0.115047992,-4.880038457,2.82E-24,3.397144134,4.880038457,2.87E-24
ENSMUSG00000011179,Odc1,0.109646678,-3.368500145,9.50E-10,1.134007195,3.368500145,9.50E-10
ENSMUSG00000045257,Morn2,0.108701448,-3.324144436,1.37E-09,1.090110142,3.324144436,1.37E-09
ENSMUSG00000036764,Dnajc12,0.106405889,-3.309095285,1.82E-09,1.05596799,3.309095285,1.82E-09
ENSMUSG00000030079,Ruvbl1,0.105190594,-4.043875493,2.59E-15,1.738811032,4.043875493,2.69E-15
ENSMUSG00000000903,Vpreb3,0.103705232,-5.638511636,1.15E-33,5.182290943,5.638511636,1.16E-33
ENSMUSG00000031776,Arl2bp,0.102760002,-3.594957836,2.14E-11,1.243749826,3.594957836,2.14E-11
ENSMUSG00000003868,Ruvbl2,0.101544707,-4.737747482,2.32E-22,2.716739817,4.737747482,2.37E-22
ENSMUSG00000030086,Chchd6,0.101274641,-4.967484599,3.24E-25,3.17765887,4.967484599,3.30E-25
ENSMUSG00000063439,B9d2,0.097358688,-3.396669704,6.38E-10,1.026703288,3.396669704,6.38E-10
ENSMUSG00000047205,Dusp18,0.097358688,-3.362071043,9.42E-10,1.002316037,3.362071043,9.42E-10
ENSMUSG00000024885,Aldh3b1,0.0941179,-6.954963249,1.77E-54,11.71807434,6.954963249,1.78E-54
ENSMUSG00000073633,Fbxo36,0.092767571,-5.533063347,2.28E-32,4.30922734,5.533063347,2.32E-32
ENSMUSG00000031762,Mt2,0.091822341,-4.134953986,3.00E-15,1.616874774,4.134953986,3.11E-15
ENSMUSG00000025757,Hspa4l,0.090472013,-5.163880613,1.84E-27,3.25325935,5.163880613,1.87E-27
ENSMUSG00000042808,Gpx2,0.089661815,-4.981567085,1.44E-24,2.841114799,4.981567085,1.46E-24
ENSMUSG00000020184,Mdm2,0.089121684,-3.748362917,1.83E-12,1.199852774,3.748362917,1.83E-12
ENSMUSG00000014075,Tctex1d2,0.088716585,-3.626465392,1.23E-11,1.097426317,3.626465392,1.23E-11
ENSMUSG00000040562,Gstm2,0.085745863,-3.756388043,1.30E-12,1.160833171,3.756388043,1.30E-12
ENSMUSG00000038366,Lasp1,0.08561083,-3.761679569,2.11E-12,1.163271896,3.761679569,2.11E-12
ENSMUSG00000025068,Gsto1,0.085205731,-5.430841066,1.09E-26,3.687352426,5.430841066,1.11E-26
ENSMUSG00000006373,Pgrmc1,0.084395534,-5.148193236,5.79E-27,3.002070659,5.148193236,5.88E-27
ENSMUSG00000086158,Ccpg1os,0.08372037,-5.082800643,2.14E-26,2.84599225,5.082800643,2.18E-26
ENSMUSG00000032369,Plscr1,0.082505074,-3.888452289,1.66E-13,1.224240025,3.888452289,1.66E-13
ENSMUSG00000007987,Ift22,0.082235008,-4.5426416,3.69E-20,1.921715418,4.5426416,3.77E-20
ENSMUSG00000032068,Plet1,0.078724154,-5.142732866,6.23E-27,2.789901571,5.142732866,6.33E-27
ENSMUSG00000037580,Gch1,0.077373826,-4.240138292,2.21E-16,1.465673815,4.240138292,2.28E-16
ENSMUSG00000032324,Tspan3,0.077238793,-4.770585446,2.05E-22,2.114374705,4.770585446,2.10E-22
ENSMUSG00000029469,Ift81,0.0752133,-4.179161191,3.44E-16,1.365686084,4.179161191,3.56E-16
ENSMUSG00000038296,Galnt18,0.075078267,-3.760698459,3.36E-12,1.019387113,3.760698459,3.36E-12
ENSMUSG00000047139,Cd24a,0.074673169,-7.067162122,4.40E-56,10.05242507,7.067162122,4.44E-56
ENSMUSG00000056763,Cspp1,0.073457873,-3.788672255,1.06E-12,1.016948387,3.788672255,1.06E-12
ENSMUSG00000029463,Fam216a,0.072242577,-5.209935105,7.07E-28,2.682597665,5.209935105,7.19E-28
ENSMUSG00000026915,Strbp,0.071837479,-3.983798539,2.20E-14,1.138884645,3.983798539,2.20E-14
ENSMUSG00000033684,Qsox1,0.071027282,-4.033648236,1.82E-14,1.165710622,4.033648236,1.82E-14
ENSMUSG00000031938,4931406C07Rik,0.069947019,-5.100202045,7.50E-26,2.407021723,5.100202045,7.63E-26
ENSMUSG00000014232,Cluap1,0.069676953,-3.918956304,7.07E-14,1.05596799,3.918956304,7.07E-14
ENSMUSG00000039131,Gipc2,0.069136822,-5.423639096,6.18E-30,2.977683408,5.423639096,6.29E-30
ENSMUSG00000032965,Ift57,0.069136822,-5.080002514,3.21E-26,2.346053594,5.080002514,3.26E-26
ENSMUSG00000026510,Trp53bp2,0.069136822,-5.073997532,8.65E-26,2.336298693,5.073997532,8.80E-26
ENSMUSG00000018395,Kif3a,0.067381394,-4.491043476,3.98E-19,1.519325768,4.491043476,4.08E-19
ENSMUSG00000064307,Lrrc51,0.067246362,-6.081204417,9.85E-40,4.570170931,6.081204417,9.96E-40
ENSMUSG00000053279,Aldh1a1,0.066976296,-6.619996833,8.17E-47,6.613822606,6.619996833,8.25E-47
ENSMUSG00000027378,Nphp1,0.066571197,-4.123925119,2.16E-15,1.163271896,4.123925119,2.24E-15
ENSMUSG00000025199,Chuk,0.064410672,-3.967526261,5.69E-14,1.009632212,3.967526261,5.69E-14
ENSMUSG00000071078,Nr2c2ap,0.06387054,-4.318855906,2.68E-17,1.277891978,4.318855906,2.76E-17
ENSMUSG00000001039,B9d1,0.063195376,-5.550646862,2.14E-32,2.972805958,5.550646862,2.18E-32
ENSMUSG00000033502,Cdc14a,0.063060343,-4.052604882,8.97E-15,1.048651814,4.052604882,8.97E-15
ENSMUSG00000028576,Ift74,0.06008962,-5.540450644,7.90E-32,2.806972647,5.540450644,8.03E-32
ENSMUSG00000031023,Akip1,0.059279423,-4.714246375,2.03E-21,1.560784096,4.714246375,2.08E-21
ENSMUSG00000002031,Ift46,0.056848832,-4.532475395,1.92E-19,1.319350306,4.532475395,1.97E-19
ENSMUSG00000027800,Tm4sf1,0.056173668,-7.11857366,6.40E-54,7.840501357,7.11857366,6.44E-54
ENSMUSG00000026578,Ccdc181,0.054958372,-5.610135871,1.07E-32,2.69479129,5.610135871,1.08E-32
ENSMUSG00000037664,Cdkn1c,0.052392748,-6.899835746,5.57E-44,6.284594711,6.899835746,5.62E-44
ENSMUSG00000006782,Cnp,0.051987649,-5.33719172,6.67E-29,2.109497255,5.33719172,6.79E-29
ENSMUSG00000018648,Dusp14,0.050907386,-5.729420995,2.73E-34,2.711862367,5.729420995,2.76E-34
ENSMUSG00000033029,1700088E04Rik,0.050772353,-6.254153426,3.13E-42,3.892205339,6.254153426,3.16E-42
ENSMUSG00000037196,Pacrg,0.050772353,-4.713667168,2.36E-21,1.336421382,4.713667168,2.41E-21
ENSMUSG00000051435,Fhad1,0.049827123,-4.871265262,6.35E-23,1.46323509,4.871265262,6.50E-23
ENSMUSG00000022947,Cbr3,0.049827123,-4.792328924,1.09E-21,1.385195885,4.792328924,1.11E-21
ENSMUSG00000022701,Ccdc191,0.049827123,-4.730156501,4.69E-21,1.326666481,4.730156501,4.79E-21
ENSMUSG00000022359,Wdyhv1,0.04969209,-5.057576465,5.97E-25,1.660771827,5.057576465,6.08E-25
ENSMUSG00000024960,Plcb3,0.049557058,-6.349170048,1.10E-43,4.058038649,6.349170048,1.10E-43
ENSMUSG00000019971,Cep290,0.047936663,-5.169397861,3.34E-26,1.731494856,5.169397861,3.40E-26
ENSMUSG00000042359,Osbpl6,0.047936663,-4.845439231,1.32E-22,1.38275716,4.845439231,1.35E-22
ENSMUSG00000032883,Acsl3,0.047801631,-4.420849517,5.55E-18,1.026703288,4.420849517,5.72E-18
ENSMUSG00000000579,Dynlt1c,0.043615612,-5.013969893,1.63E-24,1.414460587,5.013969893,1.66E-24
ENSMUSG00000039715,Wdr34,0.042940448,-4.581933383,7.96E-20,1.031580738,4.581933383,8.17E-20
ENSMUSG00000022949,Clic6,0.041860185,-5.261342179,2.81E-27,1.611997324,5.261342179,2.86E-27
ENSMUSG00000038564,Ift172,0.041455086,-5.647790396,1.51E-32,2.087548728,5.647790396,1.53E-32
ENSMUSG00000026649,Cfap126,0.038619396,-7.701746907,8.19E-66,8.084373871,7.701746907,8.32E-66
ENSMUSG00000070306,Ccdc153,0.038484364,-9.005023367,9.70E-89,19.88536487,9.005023367,9.70E-89
ENSMUSG00000054200,Ffar4,0.038484364,-4.891137455,3.51E-22,1.14620082,4.891137455,3.59E-22
ENSMUSG00000020473,Aebp1,0.038214298,-4.746192276,3.18E-20,1.029142013,4.746192276,3.25E-20
ENSMUSG00000024352,Spata24,0.037809199,-5.073172835,9.35E-25,1.277891978,5.073172835,9.52E-25
ENSMUSG00000001948,Spa17,0.037674166,-5.963983462,5.20E-37,2.36312467,5.963983462,5.25E-37
ENSMUSG00000033880,Lgals3bp,0.037269068,-4.874666999,1.39E-22,1.097426317,4.874666999,1.42E-22
ENSMUSG00000027340,Slc23a2,0.035648674,-4.94812548,1.00E-22,1.104742493,4.94812548,1.03E-22
ENSMUSG00000020024,Cep83,0.035243575,-5.991312096,4.72E-37,2.253382038,5.991312096,4.76E-37
ENSMUSG00000040220,Gas8,0.034703444,-5.754522891,8.48E-34,1.882695816,5.754522891,8.58E-34
ENSMUSG00000058388,Phtf1,0.034298345,-5.251213568,4.47E-26,1.312034131,5.251213568,4.55E-26
ENSMUSG00000039676,Capsl,0.032542918,-7.109765776,9.29E-55,4.521396428,7.109765776,9.36E-55
ENSMUSG00000028441,1110017D15Rik,0.031732721,-8.650452172,3.19E-82,12.83257174,8.650452172,3.19E-82
ENSMUSG00000022629,Kif21a,0.031327622,-5.226102635,1.08E-25,1.177904247,5.226102635,1.09E-25
ENSMUSG00000042616,Oscp1,0.030382392,-5.843099676,1.19E-34,1.753443383,5.843099676,1.20E-34
ENSMUSG00000026185,Igfbp5,0.029977294,-6.248576555,4.68E-31,2.292401641,6.248576555,4.75E-31
ENSMUSG00000034292,Traf3ip1,0.028761998,-6.291045462,4.15E-41,2.265575664,6.291045462,4.18E-41
ENSMUSG00000022621,Rabl2,0.028626965,-6.29935328,2.28E-41,2.268014389,6.29935328,2.30E-41
ENSMUSG00000075302,Erich2,0.026736505,-6.533391351,4.13E-44,2.492377103,6.533391351,4.17E-44
ENSMUSG00000022722,Arl6,0.024846045,-5.460223044,4.48E-29,1.099865043,5.460223044,4.56E-29
ENSMUSG00000043164,Tmem212,0.023900815,-9.211884589,5.92E-91,14.2836132,9.211884589,5.92E-91
ENSMUSG00000027329,Spef1,0.023900815,-6.217292551,1.33E-38,1.79002426,6.217292551,1.34E-38
ENSMUSG00000024033,Rsph1,0.02363075,-8.754337303,7.36E-83,10.28410396,8.754337303,7.36E-83
ENSMUSG00000042050,Wdr60,0.022955585,-5.592776815,4.18E-30,1.114497393,5.592776815,4.26E-30
ENSMUSG00000049154,Fam183b,0.022010355,-8.629256833,1.95E-80,8.786726715,8.629256833,1.95E-80
ENSMUSG00000023092,Fhl1,0.021470224,-5.597690297,1.31E-26,1.046213089,5.597690297,1.33E-26
ENSMUSG00000048416,Mlf1,0.020254928,-8.854489863,3.47E-84,9.457376131,8.854489863,3.47E-84
ENSMUSG00000017754,Pltp,0.020119895,-6.753178487,3.50E-45,2.187536459,6.753178487,3.53E-45
ENSMUSG00000019945,1700040L02Rik,0.01984983,-5.895662832,4.25E-33,1.190097873,5.895662832,4.29E-33
ENSMUSG00000028555,Ttc39a,0.019309698,-6.643552234,4.78E-45,1.94610267,6.643552234,4.83E-45
ENSMUSG00000048442,Smim5,0.018499501,-7.953925276,2.54E-67,4.628700334,7.953925276,2.58E-67
ENSMUSG00000045031,Cetn4,0.017419238,-6.085695668,6.21E-36,1.192536598,6.085695668,6.27E-36
ENSMUSG00000000167,Pih1d2,0.017149173,-6.669277379,9.89E-45,1.760759558,6.669277379,9.98E-45
ENSMUSG00000011305,Plin5,0.017149173,-5.952785256,9.01E-34,1.070600341,5.952785256,9.12E-34
ENSMUSG00000052727,Map1b,0.01701414,-7.501283665,1.68E-58,3.111813291,7.501283665,1.70E-58
ENSMUSG00000035984,Nme5,0.016879107,-8.015919601,4.27E-68,4.411653796,8.015919601,4.35E-68
ENSMUSG00000091523,AU040972,0.016744074,-9.315798277,5.21E-82,10.77916516,9.315798277,5.21E-82
ENSMUSG00000030107,Usp18,0.016474008,-6.606121567,3.63E-42,1.619313499,6.606121567,3.66E-42
ENSMUSG00000010044,Zmynd10,0.01606891,-6.338676409,1.66E-37,1.312034131,6.338676409,1.68E-37
ENSMUSG00000020186,Csrp2,0.015798844,-7.847203206,7.47E-64,3.675158801,7.847203206,7.57E-64
ENSMUSG00000001270,Ckb,0.015798844,-7.700293481,9.30E-60,3.319104929,7.700293481,9.39E-60
ENSMUSG00000059970,Hspa2,0.015663811,-7.640910826,1.16E-60,3.158149069,7.640910826,1.17E-60
ENSMUSG00000026679,Enkur,0.015528778,-6.93915339,1.67E-48,1.924154143,6.93915339,1.69E-48
ENSMUSG00000026546,Cfap45,0.015258713,-7.609998556,3.30E-60,3.01182556,7.609998556,3.33E-60
ENSMUSG00000075010,AW112010,0.01512368,-6.187296935,3.05E-30,1.112058668,6.187296935,3.10E-30
ENSMUSG00000064280,Ccdc146,0.014718581,-7.278809078,4.00E-54,2.309472717,7.278809078,4.03E-54
ENSMUSG00000053783,1700016K19Rik,0.013773351,-8.67721783,4.79E-78,5.704178125,8.67721783,4.79E-78
ENSMUSG00000034035,Ccdc17,0.013773351,-7.094103753,1.21E-48,1.902205617,7.094103753,1.22E-48
ENSMUSG00000028139,Riiad1,0.013503285,-8.711045058,2.11E-79,5.726126652,8.711045058,2.11E-79
ENSMUSG00000021534,1700001L19Rik,0.01228799,-7.774568059,2.08E-61,2.724055992,7.774568059,2.10E-61
ENSMUSG00000026831,1700007K13Rik,0.012152957,-9.018431246,3.38E-84,6.384582442,9.018431246,3.38E-84
ENSMUSG00000037738,Nek5,0.012017924,-6.922746429,9.13E-47,1.475428716,6.922746429,9.22E-47
ENSMUSG00000037610,Kcnmb2,0.011882891,-6.718059924,1.62E-43,1.265698353,6.718059924,1.63E-43
ENSMUSG00000031379,Pir,0.011747858,-6.551197712,1.07E-40,1.114497393,6.551197712,1.08E-40
ENSMUSG00000040703,Cyp2s1,0.011207727,-8.619886043,4.82E-76,4.4701832,8.619886043,4.82E-76
ENSMUSG00000033731,3300002A11Rik,0.010937661,-8.689622889,5.84E-76,4.579925831,8.689622889,5.84E-76
ENSMUSG00000057068,Fam47e,0.010667596,-7.910193379,8.82E-63,2.602119735,7.910193379,8.92E-63
ENSMUSG00000073433,Arhgdig,0.010532563,-7.810159299,6.64E-61,2.397266822,7.810159299,6.71E-61
ENSMUSG00000045709,Smkr-ps,0.01039753,-7.017880284,1.28E-46,1.365686084,7.017880284,1.30E-46
ENSMUSG00000078451,Ppil6,0.010262497,-7.855923717,1.19E-61,2.411899173,7.855923717,1.21E-61
ENSMUSG00000047671,Tctex1d4,0.010127464,-9.223278432,1.91E-86,6.145587377,9.223278432,1.91E-86
ENSMUSG00000056598,Lrrc48,0.009992431,-8.434459948,1.04E-71,3.509325491,8.434459948,1.04E-71
ENSMUSG00000026809,1700026L06Rik,0.009857398,-8.880835414,3.36E-80,4.718933165,8.880835414,3.36E-80
ENSMUSG00000035394,Cfap53,0.009722366,-7.907896978,6.12E-62,2.370440846,7.907896978,6.19E-62
ENSMUSG00000010136,Pifo,0.0094523,-8.75214856,1.43E-77,4.140955304,8.75214856,1.43E-77
ENSMUSG00000032246,Calml4,0.0094523,-8.714293924,2.97E-76,4.033651398,8.714293924,2.97E-76
ENSMUSG00000022235,Cmbl,0.0094523,-7.669136849,2.70E-57,1.953418845,7.669136849,2.73E-57
ENSMUSG00000035126,Wdr78,0.0094523,-6.864028766,3.34E-44,1.116936119,6.864028766,3.37E-44
ENSMUSG00000029182,1700001C02Rik,0.009047201,-8.927883752,1.83E-80,4.4799381,8.927883752,1.83E-80
ENSMUSG00000034227,Foxj1,0.009047201,-8.298281822,2.95E-68,2.894766753,8.298281822,3.01E-68
ENSMUSG00000036598,Ccdc113,0.008912168,-9.241045638,2.15E-85,5.484692862,9.241045638,2.15E-85
ENSMUSG00000009210,Prr29,0.00850707,-7.673262727,6.10E-57,1.765637008,7.673262727,6.15E-57
ENSMUSG00000005547,Cyp2a5,0.008101971,-6.998911419,2.37E-28,1.053529265,6.998911419,2.41E-28
ENSMUSG00000064177,Ghrl,0.007426807,-7.57108494,3.54E-49,1.438847838,7.57108494,3.57E-49
ENSMUSG00000052188,Gm14964,0.007291774,-7.501201499,1.61E-50,1.346176283,7.501201499,1.62E-50
ENSMUSG00000044948,Cfap43,0.007291774,-7.131532815,2.04E-45,1.041335639,7.131532815,2.06E-45
ENSMUSG00000040729,Cep126,0.007156741,-7.664465554,2.70E-54,1.480306166,7.664465554,2.72E-54
ENSMUSG00000026650,Meig1,0.007021708,-8.738125837,2.56E-74,3.060600063,8.738125837,2.56E-74
ENSMUSG00000071398,2410004P03Rik,0.006886676,-8.491965763,5.53E-69,2.531396705,8.491965763,5.64E-69
ENSMUSG00000050157,Gm867,0.006751643,-9.426037369,1.91E-86,4.745759141,9.426037369,1.91E-86
ENSMUSG00000031022,BC051019,0.006751643,-9.35308938,3.25E-85,4.511641527,9.35308938,3.25E-85
ENSMUSG00000048644,Ctxn1,0.00661661,-8.341350544,4.35E-66,2.19241391,8.341350544,4.41E-66
ENSMUSG00000070858,Gm1673,0.006346544,-8.374365601,1.52E-66,2.153394307,8.374365601,1.54E-66
ENSMUSG00000038570,Saxo2,0.006346544,-7.552247326,3.78E-52,1.21692385,7.552247326,3.81E-52
ENSMUSG00000025491,Ifitm1,0.006346544,-8.393817964,1.38E-46,2.182659009,8.393817964,1.39E-46
ENSMUSG00000024175,Tekt4,0.006211511,-8.315541357,1.63E-65,2.024141874,8.315541357,1.65E-65
ENSMUSG00000063704,Mapk15,0.005941446,-8.459291801,1.91E-67,2.141200682,8.459291801,1.95E-67
